taxonomy,id,name,slug,post_count,parent_id,spacy_entity,spacy_normalized
post_tag,167,Amphp,amphp,1,0,PERSON,Amphp
post_tag,2532,Anaconda,anaconda,13,0,LOC,Anaconda
post_tag,1726,analphabétisme,analphabetisme,1,0,,analphabétisme
post_tag,2258,analyse,analyse,13,0,,analyse
post_tag,2833,Analytics,analytics,2,0,MISC,Analytics
post_tag,1748,Andrei Gromyko,andrei-gromyko,1,0,PERSON,Andrei Gromyko
post_tag,1317,andrew devigal,andrew-devigal,1,0,PERSON,andrew devigal
post_tag,1919,Andrew G King,andrew-g-king,1,0,PERSON,Andrew G King
post_tag,2238,Android,android,28,0,MISC,Android
post_tag,533,Android SDK,android-sdk,1,0,MISC,Android SDK
post_tag,781,Animation,animation,5,0,MISC,Animation
post_tag,2179,animations,animations,1,0,,animations
post_tag,782,Animoto,animoto,1,0,PERSON,Animoto
post_tag,819,Anne Mailliet,anne-mailliet,1,0,PERSON,Anne Mailliet
post_tag,1318,anne vierhout,anne-vierhout,1,0,PERSON,anne vierhout
post_tag,1462,annecy,annecy,1,0,LOC,annecy
post_tag,157,annonces,annonces,2,0,,annonces
post_tag,3034,annotations,annotations,1,0,,annotations
post_tag,3331,Anthropic,anthropic,2,0,LOC,Anthropic
post_tag,170,anti-spam,anti-spam,1,0,,anti spam
post_tag,1226,Antoine Lefébure,antoine-lefebure,1,0,PERSON,Antoine Lefébure
post_tag,1463,antoine viviani,antoine-viviani,1,0,PERSON,antoine viviani
post_tag,1414,Antonin Lhôte,antonin-lhote,2,0,PERSON,Antonin Lhôte
post_tag,832,Antonin Sabot,antonin-sabot,3,0,PERSON,Antonin Sabot
post_tag,579,apache,apache,1,0,,apache
post_tag,2183,API,api,38,0,,API
post_tag,3135,api key,api-key,1,0,,api key
post_tag,1786,API-centric application,api-centric-application,1,0,,API centric application
post_tag,2427,Apidoc,apidoc,2,0,MISC,Apidoc
post_tag,2112,APK,apk,1,0,MISC,APK
post_tag,2299,App,app,1,0,MISC,App
post_tag,3154,App Store Optimization,app-store-optimization,1,0,MISC,App Store Optimization
post_tag,1651,apparition,apparition,18,0,,apparition
post_tag,223,Apple,apple,9,0,ORG,Apple
post_tag,2321,Apple News de Apple,apple-news-de-apple,1,0,ORG,Apple News de Apple
post_tag,503,AppleScript,applescript,2,0,MISC,Apple Script
post_tag,526,applicatif,applicatif,1,0,,applicatif
post_tag,163,application,application,17,0,,application
post_tag,904,application richmedia,application-richmedia,1,0,,application richmedia
post_tag,2447,Applications,applications,2,0,MISC,Applications
post_tag,2651,Applied computing,applied-computing,1,0,ORG,Applied computing
post_tag,164,apps,apps,3,0,MISC,apps
post_tag,1730,après-mine,apres-mine,1,0,,après mine
post_tag,697,arabe,arabe,1,0,,arabe
post_tag,242,archéologie,archeologie,1,0,,archéologie
post_tag,1849,architecture,architecture,1,0,,architecture
post_tag,1907,argent,argent,1,0,,argent
post_tag,933,argentine,argentine,1,0,LOC,argentine
post_tag,1319,arik bernstein,arik-bernstein,1,0,PERSON,arik bernstein
post_tag,2603,Array,array,1,0,LOC,Array
post_tag,709,arte,arte,13,0,ORG,arte
post_tag,934,arte reportage,arte-reportage,1,0,PERSON,arte reportage
post_tag,1320,arte webdocs,arte-webdocs,2,0,MISC,arte webdocs
post_tag,276,article,article,26,0,,article
post_tag,330,articles,articles,2,0,,articles
post_tag,2777,artificial intelligence,artificial-intelligence,7,0,,artificial intelligence
post_tag,395,AS2,as2,1,0,MISC,AS2
post_tag,396,AS3,as3,1,0,MISC,AS3
post_tag,2975,asana,asana,1,0,,asana
post_tag,3153,ASO,aso,1,0,ORG,ASO
post_tag,411,Assistance,assistance,1,0,MISC,Assistance
post_tag,1267,astuce,astuce,4,0,,astuce
post_tag,1268,astuce du jour,astuce-du-jour,4,0,,astuce du jour
post_tag,388,Async Tracking,async-tracking,1,0,PERSON,Async Tracking
post_tag,1415,atelier,atelier,3,0,,atelier
post_tag,1416,atelier desmédias,atelier-desmedias,1,0,PERSON,atelier desmédias
post_tag,1602,Athènes,athenes,1,0,LOC,Athènes
post_tag,3312,Atlas,atlas,1,0,ORG,Atlas
post_tag,2120,Atlassian,atlassian,1,0,LOC,Atlassian
post_tag,1802,Au-de-là du nuage,au-de-la-du-nuage,1,0,MISC,Au de là du nuage
post_tag,1803,AU-DELA DU NUAGE,au-dela-du-nuage,1,0,MISC,AU DELA DU NUAGE
post_tag,161,audience,audience,1,0,,audience
post_tag,325,audio,audio,50,0,,audio
post_tag,1557,Auféminin.com,aufeminin-com,1,0,PERSON,Auféminin com
post_tag,1199,Aung San Suu Kyi,aung-san-suu-kyi,1,0,PERSON,Aung San Suu Kyi
post_tag,1731,Aurélie Filippetti,aurelie-filippetti,1,0,PERSON,Aurélie Filippetti
post_tag,1163,Australie,australie,1,0,LOC,Australie
post_tag,342,Auteur,auteur,2,0,PERSON,Auteur
post_tag,1464,auteur réalisateur,auteur-realisateur,1,0,,auteur réalisateur
post_tag,2259,auteurs,auteurs,1,0,,auteurs
post_tag,2147,Automate,automate,6,0,ORG,Automate
post_tag,2646,Automatic fact-checking,automatic-fact-checking,1,0,ORG,Automatic fact checking
post_tag,504,automation,automation,5,0,,automation
post_tag,1041,avancées,avancees,1,0,,avancées
post_tag,784,AWS,aws,1,0,MISC,AWS
post_tag,1075,axa,axa,1,0,PERSON,axa
post_tag,3169,axios,axios,1,0,,axios
post_tag,513,Axure,axure,6,0,LOC,Axure
post_tag,1917,Azure,azure,3,0,MISC,Azure
post_tag,3072,Azure Cli,azure-cli,2,0,ORG,Azure Cli
post_tag,3158,Backend,backend,1,0,PERSON,Backend
post_tag,308,Backup,backup,2,0,LOC,Backup
post_tag,460,Bada,bada,1,0,PERSON,Bada
post_tag,465,Balsamiq,balsamiq,7,0,PERSON,Balsamiq
post_tag,1908,Balzac,balzac,1,0,PERSON,Balzac
post_tag,1603,Bankslave,bankslave,1,0,PERSON,Bankslave
post_tag,1054,Banksy,banksy,1,0,MISC,Banksy
post_tag,1604,Bansky,bansky,1,0,PERSON,Bansky
post_tag,2368,Barroso,barroso,1,0,LOC,Barroso
post_tag,232,base de données,base-de-donnees,2,0,,base de données
post_tag,2605,Basic Automation,basic-automation,1,0,MISC,Basic Automation
post_tag,1605,Bastardilla,bastardilla,1,0,PERSON,Bastardilla
post_tag,3221,battle-tested,battle-tested,1,0,,battle tested
post_tag,1592,Bayard-Presse,bayard-presse,1,0,MISC,Bayard Presse
post_tag,580,BBC,bbc,2,0,ORG,BBC
post_tag,2108,BBC HongKong,bbc-hongkong,1,0,ORG,BBC Hong Kong
post_tag,2352,BDD,bdd,1,0,MISC,BDD
post_tag,1528,Bear 71,bear-71,1,0,MISC,Bear 71
post_tag,2638,Beautiful Soup,beautiful-soup,1,0,ORG,Beautiful Soup
post_tag,2897,Beautifull soup,beautifull-soup,1,0,LOC,Beautifull soup
post_tag,2642,BeautifulSoup,beautifulsoup,2,0,ORG,Beautiful Soup
post_tag,2353,Behat,behat,1,0,LOC,Behat
post_tag,2357,behaviour driven development,behaviour-driven-development,1,0,,behaviour driven development
post_tag,1321,belgique,belgique,2,0,LOC,belgique
post_tag,770,Ben Fundis,ben-fundis,1,0,PERSON,Ben Fundis
post_tag,2400,Ben Hollis,ben-hollis,1,0,PERSON,Ben Hollis
post_tag,1164,Bénin,benin,1,0,LOC,Bénin
post_tag,1704,Benjamin Fernandez,benjamin-fernandez,1,0,PERSON,Benjamin Fernandez
post_tag,527,bergson,bergson,1,0,PERSON,bergson
post_tag,1322,berke bas,berke-bas,1,0,PERSON,berke bas
post_tag,820,Berlin 1989,berlin-1989,1,0,LOC,Berlin 1989
post_tag,833,Bertrand meunier,bertrand-meunier,1,0,PERSON,Bertrand meunier
post_tag,2344,best practices,best-practices,4,0,,best practices
post_tag,1106,Bêta,beta,3,0,MISC,Bêta
post_tag,607,Big Data,big-data,1,0,MISC,Big Data
post_tag,2084,BigData,bigdata,2,0,MISC,Big Data
post_tag,1992,Bim.im,bim-im,1,0,ORG,Bim im
post_tag,1993,BioWeb.me,bioweb-me,1,0,MISC,Bio Web me
post_tag,1200,Birmanie,birmanie,1,0,LOC,Birmanie
post_tag,1990,Bit.ly,bit-ly,1,0,MISC,Bit ly
post_tag,2116,Bitbucket,bitbucket,1,0,MISC,Bitbucket
post_tag,1994,Bitl.in,bitl-in,1,0,MISC,Bitl in
post_tag,1995,Bitlan,bitlan,1,0,MISC,Bitlan
post_tag,258,blackberry,blackberry,4,0,MISC,blackberry
post_tag,2058,Blade,blade,1,0,MISC,Blade
post_tag,1606,Bleeps,bleeps,1,0,PERSON,Bleeps
post_tag,1791,Blender,blender,1,0,MISC,Blender
post_tag,339,Blip.tv,bliptv,1,0,MISC,Blip tv
post_tag,2879,blockchain,blockchain,1,0,,blockchain
post_tag,234,blog,blog,6,0,,blog
post_tag,743,blogdoc,blogdoc,1,0,LOC,blogdoc
post_tag,1607,Blu,blu,1,0,ORG,Blu
post_tag,1076,Blue Zone,blue-zone,1,0,MISC,Blue Zone
post_tag,1513,bluecadet,bluecadet,1,0,LOC,bluecadet
post_tag,1558,BluePress,bluepress,1,0,MISC,Blue Press
post_tag,220,Blueprint,blueprint,1,0,ORG,Blueprint
post_tag,1042,Bocoup,bocoup,1,0,LOC,Bocoup
post_tag,1608,Bogota,bogota,1,0,LOC,Bogota
post_tag,3160,boilerplate codes,boilerplate-codes,1,0,,boilerplate codes
post_tag,762,bollendorff,bollendorff,2,0,PERSON,bollendorff
post_tag,688,Bombay Flying Club,bombay-flying-club,1,0,ORG,Bombay Flying Club
post_tag,1910,bonnes pratiques,bonnes-pratiques,5,0,,bonnes pratiques
post_tag,2512,book chapters,book-chapters,1,0,MISC,book chapters
post_tag,771,border stories,border-stories,1,0,,border stories
post_tag,2597,Boring Stuff,boring-stuff,2,0,MISC,Boring Stuff
post_tag,1559,Boris Cyrulnik,boris-cyrulnik,1,0,MISC,Boris Cyrulnik
post_tag,1516,Boris Razon,boris-razon,1,0,MISC,Boris Razon
post_tag,284,boutique en ligne,boutique-en-ligne,2,0,,boutique en ligne
post_tag,1196,bouton,bouton,5,0,,bouton
post_tag,1151,boutons d'interface utilisateur,boutons-dinterface-utilisateur,1,0,,boutons d'interface utilisateur
post_tag,2331,Bower,bower,1,0,PERSON,Bower
post_tag,1996,br.st,br-st,1,0,LOC,br st
post_tag,864,Brand content,brand-content,3,0,PERSON,Brand content
post_tag,1077,brandcontent,brandcontent,1,0,,brandcontent
post_tag,796,Brault,brault,2,0,PERSON,Brault
post_tag,1043,Brett Gaylor,brett-gaylor,2,0,PERSON,Brett Gaylor
post_tag,1323,brèves de trottoir,breves-de-trottoir,1,0,,brèves de trottoir
post_tag,1572,Brian Chirls,brian-chirls,1,0,PERSON,Brian Chirls
post_tag,1324,brian storm,brian-storm,1,0,MISC,brian storm
post_tag,821,Brice Boussouar,brice-boussouar,1,0,PERSON,Brice Boussouar
post_tag,1020,Brightcove,brightcove,1,0,MISC,Brightcove
post_tag,1573,Bristol,bristol,1,0,LOC,Bristol
post_tag,1997,Broken,broken,1,0,MISC,Broken
post_tag,3118,Bronze,bronze,3,0,MISC,Bronze
post_tag,1892,Browsers,browsers,1,0,PERSON,Browsers
post_tag,847,Bruno Lorvao,bruno-lorvao,1,0,PERSON,Bruno Lorvao
post_tag,893,Bruno Masi,bruno-masi,4,0,PERSON,Bruno Masi
post_tag,1465,brussels,brussels,1,0,,brussels
post_tag,1325,bruxelles,bruxelles,3,0,LOC,bruxelles
post_tag,200,BuddyPress,buddypress,4,0,PERSON,Buddy Press
post_tag,149,buddypress wordpress Mu réseau sociaux Automatic,buddypress-wordpress-mu-reseau-sociaux-automatic,1,0,MISC,buddypress wordpress Mu réseau sociaux Automatic
post_tag,241,Buddyress,buddyress,1,0,MISC,Buddyress
post_tag,1998,BudURL,budurl,1,0,MISC,Bud URL
post_tag,1999,BudURL.Pro,budurl-pro,1,0,MISC,Bud URL Pro
post_tag,195,bug antenne,bug-antenne,1,0,MISC,bug antenne
post_tag,2118,bugs,bugs,1,0,,bugs
post_tag,2409,Builder,builder,5,0,MISC,Builder
post_tag,2516,Bulk,bulk,1,0,ORG,Bulk
post_tag,2598,Bullshit Jobs,bullshit-jobs,2,0,MISC,Bullshit Jobs
post_tag,1953,Bundle,bundle,1,0,MISC,Bundle
post_tag,1165,Burkina Faso,burkina-faso,1,0,LOC,Burkina Faso
post_tag,581,burst,burst,1,0,,burst
post_tag,1166,Burundi,burundi,1,0,LOC,Burundi
post_tag,1152,button,button,6,0,,button
post_tag,582,cache,cache,2,0,,cache
post_tag,583,caching,caching,1,0,,caching
post_tag,777,Cadinot,cadinot,1,0,PERSON,Cadinot
post_tag,1326,caitlin burns,caitlin-burns,1,0,,caitlin burns
post_tag,178,CakePHP,cakephp,2,0,MISC,Cake PHP
post_tag,2394,Calabash,calabash,1,0,LOC,Calabash
post_tag,1956,CamelCasing,camelcasing,1,0,LOC,Camel Casing
post_tag,804,Canada,canada,4,0,LOC,Canada
post_tag,703,Canal +,canal,1,0,LOC,Canal +
post_tag,420,Candidats,candidats,1,0,LOC,Candidats
post_tag,674,Canon,canon,1,0,LOC,Canon
post_tag,1167,Cap-Vert,cap-vert,1,0,LOC,Cap Vert
post_tag,1010,Capa,capa,3,0,PERSON,Capa
post_tag,1227,capa tv,capa-tv,1,0,,capa tv
post_tag,2358,capybara,capybara,1,0,,capybara
post_tag,3276,carbon footprint,carbon-footprint,1,0,,carbon footprint
post_tag,865,Carl Laemmle,carl-laemmle,1,0,PERSON,Carl Laemmle
post_tag,1769,Carole Filiu,carole-filiu,1,0,PERSON,Carole Filiu
post_tag,277,carte,carte,3,0,,carte
post_tag,608,cartographie,cartographie,2,0,,cartographie
post_tag,1705,Casamance,casamance,1,0,LOC,Casamance
post_tag,1327,caspar sonnen,caspar-sonnen,1,0,PERSON,caspar sonnen
post_tag,1690,catalogue,catalogue,1,0,,catalogue
post_tag,1804,catastrophe,catastrophe,1,0,,catastrophe
post_tag,331,catégorie,categorie,1,0,,catégorie
post_tag,2659,categorization,categorization,2,0,,categorization
post_tag,1466,catherine cuenca,catherine-cuenca,1,0,PERSON,catherine cuenca
post_tag,402,CDN,cdn,1,0,MISC,CDN
post_tag,1776,Cécile Andrieu,cecile-andrieu,1,0,PERSON,Cécile Andrieu
post_tag,1328,cécile cros,cecile-cros,2,0,PERSON,cécile cros
post_tag,1850,Cedric Bonin,cedric-bonin,1,0,PERSON,Cedric Bonin
post_tag,1449,CEFPF,cefpf,1,0,ORG,CEFPF
post_tag,485,cellular,cellular,1,0,,cellular
post_tag,2000,Celly,celly,1,0,PERSON,Celly
post_tag,930,ceralep,ceralep,1,0,,ceralep
post_tag,1221,CFPJ,cfpj,2,0,ORG,CFPJ
post_tag,1417,CFPJ Médias,cfpj-medias,1,0,MISC,CFPJ Médias
post_tag,1078,CGPME,cgpme,1,0,ORG,CGPME
post_tag,2424,Chai,chai,3,0,MISC,Chai
post_tag,3023,Chainlit,chainlit,1,0,MISC,Chainlit
post_tag,954,chambre photographique,chambre-photographique,1,0,,chambre photographique
post_tag,290,champs personnalisés,champs-personnalises,1,0,,champs personnalisés
post_tag,3125,Change,change,3,0,MISC,Change
post_tag,3122,Change management,change-management,3,0,MISC,Change management
post_tag,1329,channel four,channel-four,1,0,ORG,channel four
post_tag,857,Channel Submarine,channel-submarine,1,0,ORG,Channel Submarine
post_tag,735,charbon,charbon,2,0,,charbon
post_tag,1732,charbonnages de france,charbonnages-de-france,1,0,LOC,charbonnages de france
post_tag,1297,Charles de Gaulle,charles-de-gaulle,1,0,PERSON,Charles de Gaulle
post_tag,514,charting,charting,2,0,,charting
post_tag,600,Charts,charts,1,0,PERSON,Charts
post_tag,2560,chatbot,chatbot,1,0,,chatbot
post_tag,2981,ChatGPT,chatgpt,5,0,MISC,Chat GPT
post_tag,3099,ChatGPT-like,chatgpt-like,1,0,MISC,Chat GPT like
post_tag,1085,Chechnya,chechnya,1,0,LOC,Chechnya
post_tag,2429,cheerio,cheerio,1,0,,cheerio
post_tag,1086,Chernobyl,chernobyl,1,0,PERSON,Chernobyl
post_tag,736,Chine,chine,3,0,LOC,Chine
post_tag,2105,Chinois,chinois,2,0,LOC,Chinois
post_tag,805,chômage,chomage,1,0,,chômage
post_tag,1713,Chris Hondros,chris-hondros,1,0,PERSON,Chris Hondros
post_tag,1467,christian lelong,christian-lelong,1,0,PERSON,christian lelong
post_tag,1840,Christian Popp,christian-popp,1,0,PERSON,Christian Popp
post_tag,894,Christian Poveda,christian-poveda,2,0,PERSON,Christian Poveda
post_tag,372,Chrome,chrome,13,0,MISC,Chrome
post_tag,2523,CI,ci,1,0,ORG,CI
post_tag,3223,CI/CD,ci-cd,1,0,MISC,CI/CD
post_tag,726,Ciel,ciel,1,0,PERSON,Ciel
post_tag,1468,cinédoc,cinedoc,2,0,LOC,cinédoc
post_tag,1469,cinédoc films,cinedoc-films,1,0,LOC,cinédoc films
post_tag,150,cinéma,cinema,2,0,,cinéma
post_tag,1201,Cinquième Etage Production,cinquieme-etage-production,2,0,MISC,Cinquième Etage Production
post_tag,955,cité,cite,1,0,,cité
post_tag,895,Ciudad Juarez,ciudad-juarez,1,0,LOC,Ciudad Juarez
post_tag,2450,Claas Relotius,claas-relotius,1,0,ORG,Claas Relotius
post_tag,1228,Claire Douieb,claire-douieb,1,0,PERSON,Claire Douieb
post_tag,1229,Claire Leproust,claire-leproust,1,0,PERSON,Claire Leproust
post_tag,772,Clara Long,clara-long,1,0,PERSON,Clara Long
post_tag,730,clarin,clarin,1,0,MISC,clarin
post_tag,422,Class,class,2,0,ORG,Class
post_tag,3303,Claude Agents,claude-agents,1,0,PERSON,Claude Agents
post_tag,3299,Claude AI,claude-ai,1,0,PERSON,Claude AI
post_tag,3300,Claude Desktop,claude-desktop,1,0,PERSON,Claude Desktop
post_tag,3309,Claude for Sheets,claude-for-sheets,1,0,MISC,Claude for Sheets
post_tag,2001,Cleanify,cleanify,1,0,MISC,Cleanify
post_tag,2647,Clickbait detection,clickbait-detection,1,0,PERSON,Clickbait detection
post_tag,373,Clicker.TV,clickertv,1,0,MISC,Clicker TV
post_tag,528,client,client,1,0,,client
post_tag,1669,clone,clone,3,0,,clone
post_tag,2200,Cloud,cloud,56,0,MISC,Cloud
post_tag,349,cloud computing,cloud-computing,2,0,MISC,cloud computing
post_tag,2221,CMS,cms,32,0,MISC,CMS
post_tag,1560,CNC,cnc,1,0,ORG,CNC
post_tag,1727,CNDP,cndp,1,0,ORG,CNDP
post_tag,808,Co2,co2,1,0,,Co2
post_tag,204,cobra,cobra,1,0,,cobra
post_tag,2121,Code,code,2,0,MISC,Code
post_tag,561,Code Igniter,code-igniter,1,0,MISC,Code Igniter
post_tag,670,codec,codec,51,0,,codec
post_tag,2593,CodeceptJS,codeceptjs,3,0,MISC,Codecept JS
post_tag,179,CodeIgniter,codeigniter,3,0,MISC,Code Igniter
post_tag,2781,coding,coding,3,0,,coding
post_tag,2795,Collab,collab,2,0,PERSON,Collab
post_tag,2122,collaboration,collaboration,2,0,,collaboration
post_tag,332,Collaborative filtering,collaborative-filtering,1,0,MISC,Collaborative filtering
post_tag,551,collaborer,collaborer,4,0,,collaborer
post_tag,858,Collapsus,collapsus,2,0,PERSON,Collapsus
post_tag,1574,collusion,collusion,1,0,,collusion
post_tag,1851,Côme Courtade,come-courtade,1,0,PERSON,Côme Courtade
post_tag,3313,Comet,comet,1,0,PERSON,Comet
post_tag,1749,Comité exécutif,comite-executif,1,0,ORG,Comité exécutif
post_tag,235,commentaire,commentaire,1,0,,commentaire
post_tag,171,commentaires,commentaires,1,0,,commentaires
post_tag,321,Commerce électronique,commerce-electronique,1,0,,Commerce électronique
post_tag,466,commercial,commercial,1,0,,commercial
post_tag,1168,Communautarisme,communautarisme,1,0,MISC,Communautarisme
post_tag,1330,communauté française de belgique,communaute-francaise-de-belgique,1,0,LOC,communauté française de belgique
post_tag,1011,Communes,communes,1,0,LOC,Communes
post_tag,1158,community management,community-management,1,0,,community management
post_tag,1298,compatible iPad,compatible-ipad,1,0,MISC,compatible i Pad
post_tag,1299,compatible iPhone,compatible-iphone,1,0,MISC,compatible i Phone
post_tag,3096,complete,complete,1,0,,complete
post_tag,2896,Completion,completion,1,0,ORG,Completion
post_tag,1111,compte,compte,35,0,,compte
post_tag,3095,computer,computer,1,0,,computer
post_tag,2535,Computer Vision,computer-vision,3,0,ORG,Computer Vision
post_tag,2146,concatenating,concatenating,1,0,,concatenating
post_tag,364,Concrete5,concrete5,1,0,MISC,Concrete5
post_tag,956,conflit,conflit,1,0,,conflit
post_tag,717,conflits,conflits,1,0,,conflits
post_tag,1331,congo la paix violé,congo-la-paix-viole,1,0,LOC,congo la paix violé
post_tag,1332,connected tv,connected-tv,1,0,MISC,connected tv
post_tag,544,connectée,connectee,1,0,,connectée
post_tag,1939,connexion,connexion,2,0,,connexion
post_tag,1333,conseils,conseils,1,0,,conseils
post_tag,524,console,console,8,0,,console
post_tag,2456,Conspiracy,conspiracy,1,0,ORG,Conspiracy
post_tag,859,conspirancy,conspirancy,1,0,,conspirancy
post_tag,243,Contact,contact,1,0,MISC,Contact
post_tag,3063,Container,container,2,0,MISC,Container
post_tag,3068,Containers,containers,2,0,LOC,Containers
post_tag,3172,content marketing,content-marketing,0,0,,content marketing
post_tag,3232,Content Quality,content-quality,1,0,ORG,Content Quality
post_tag,3219,content-based criteria,content-based-criteria,1,0,,content based criteria
