taxonomy,id,name,slug,post_count,parent_id,spacy_entity,wikidata_id,wikidata_label,wikidata_description,proposed_breadcrumb
post_tag,2194,Agile,agile,23,0,LOC,Q30232,agile software development,group of iterative and incremental development methods,Home > Tags > Agile
post_tag,2399,Agile Toolkit,agile-toolkit,3,0,MISC,,,,Home > Tags > Agile Toolkit
post_tag,3103,agile2,agile2,1,0,,,,,Home > Tags > agile2
post_tag,2547,AI,ai,11,0,LOC,Q11660,artificial intelligence,field of computer science that develops and studies software enabling machines to exhibit intelligent behavior,Home > Tags > AI
post_tag,3327,AI agents,ai-agents,1,0,LOC,Q1142726,intelligent agent,"agent that perceives its environment, takes actions autonomously in order to achieve goals, and may improve its performance with learning or acquiring knowledge",Home > Tags > AI agents
post_tag,3251,AI assistants,ai-assistants,2,0,LOC,Q126866686,AI Assistants and the Paradox of Internal Automaticity,scholarly article,Home > Tags > AI assistants
post_tag,3248,AI ethics,ai-ethics,1,0,MISC,Q12727779,ethics of artificial intelligence,ethics of technology specific to robots and other artificially intelligent beings,Home > Tags > AI ethics
post_tag,3210,AI experiments in MLflow,ai-experiments-in-mlflow,1,0,LOC,,,,Home > Tags > AI experiments in MLflow
post_tag,3245,AI exploration,ai-exploration,1,0,LOC,,,,Home > Tags > AI exploration
post_tag,3205,AI from POC to scaling,ai-from-poc-to-scaling,1,0,MISC,,,,Home > Tags > AI from POC to scaling
post_tag,3208,AI industrialization with MLflow,ai-industrialization-with-mlflow,1,0,MISC,,,,Home > Tags > AI industrialization with MLflow
post_tag,3213,AI JSON validation,ai-json-validation,1,0,MISC,,,,Home > Tags > AI JSON validation
post_tag,3304,AI presentations,ai-presentations,1,0,LOC,,,,Home > Tags > AI presentations
post_tag,3038,AI Product Owner,ai-product-owner,3,0,MISC,,,,Home > Tags > AI Product Owner
post_tag,2549,AI takeover,ai-takeover,2,0,LOC,Q2254427,AI takeover,hypothetical scenario in which AI becomes the dominant form of intelligence on Earth,Home > Tags > AI takeover
post_tag,3277,AI tools,ai-tools,1,0,MISC,Q138777117,"AI Tools, Not Gods",,Home > Tags > AI tools
post_tag,3236,AI-Generated Text,ai-generated-text,1,0,MISC,Q116921423,AI-generated text,text generated by a natural language model,Home > Tags > AI-Generated Text
post_tag,410,Aide,aide,2,0,LOC,Q4663261,Wikipedia:Stub,Wikipedia page explaining stubs and conventions around them,Home > Tags > Aide
post_tag,1040,AIR,air,1,0,MISC,Q318452,Air,French electronic music band,Home > Tags > AIR
post_tag,568,Airbnb,airbnb,1,0,ORG,Q63327,Airbnb,American online platform for rental accommodations,Home > Tags > Airbnb
post_tag,15,Ajax,ajax,2,0,PERSON,Q134471,AJAX,group of interrelated Web development techniques,Home > Tags > Ajax
post_tag,1918,Akamai,akamai,1,0,MISC,Q415598,Akamai Technologies,"American content delivery network, cybersecurity, and cloud service company",Home > Tags > Akamai
post_tag,696,Al Jazeera,al-jazeera,1,0,PERSON,Q13477,Al Jazeera,Qatari international television channel,Home > Tags > Al Jazeera
post_tag,2641,Al Sweigart,al-sweigart,1,0,PERSON,Q125994279,Al Sweigart,American software developer and writer,Home > Tags > Al Sweigart
post_tag,1632,Alain Bauer,alain-bauer,1,0,PERSON,Q2829541,Alain Bauer,French criminologist (1962-),Home > Tags > Alain Bauer
post_tag,1703,Alain Devalpo,alain-devalpo,1,0,PERSON,Q116280308,Alain Devalpo,,Home > Tags > Alain Devalpo
post_tag,2275,Albert Camus,albert-camus,1,0,MISC,Q34670,Albert Camus,"French philosopher, author, and journalist (1913–1960)",Home > Tags > Albert Camus
post_tag,1316,alexander knetig,alexander-knetig,1,0,PERSON,,,,Home > Tags > alexander knetig
post_tag,1198,Alexandre Brachet,alexandre-brachet,4,0,PERSON,Q95814353,Alexandre Brachet,,Home > Tags > Alexandre Brachet
post_tag,1249,Alexis Sarini,alexis-sarini,4,0,PERSON,,,,Home > Tags > Alexis Sarini
post_tag,1413,Algérie,algerie,3,0,LOC,Q262,Algeria,country in North Africa,Home > Tags > Algérie
post_tag,818,Allemagne,allemagne,1,0,LOC,Q183,Germany,country in Central Europe,Home > Tags > Allemagne
post_tag,194,alpha,alpha,1,0,,Q28914205,Alpha,unisex given name,Home > Tags > alpha
post_tag,923,alves,alves,1,0,,Q28933884,Alves,family name,Home > Tags > alves
post_tag,478,Amazon,amazon,4,0,ORG,Q3884,Amazon,American multinational technology company,Home > Tags > Amazon
post_tag,752,Amazonie,amazonie,2,0,LOC,Q30745841,Amazonie,village in Cameroon,Home > Tags > Amazonie
post_tag,1448,aménagement urbain,amenagement-urbain,1,0,,Q63100,urban design,"process of designing and shaping cities, towns and villages for specific outcomes",Home > Tags > aménagement urbain
post_tag,213,amfphp,amfphp,1,0,PERSON,Q4745972,AmfPHP,PHP library for creating application back ends,Home > Tags > amfphp
post_tag,1834,amour,amour,1,0,,Q637820,Amour,2012 Austrian-German-French film directed by Michael Haneke,Home > Tags > amour
post_tag,1556,Amour 2.0,amour-2-0,1,0,MISC,,,,Home > Tags > Amour 2.0
post_tag,2318,AMP,amp,1,0,MISC,Q25272,ampere,SI unit of electric current,Home > Tags > AMP
post_tag,167,Amphp,amphp,1,0,PERSON,Q66309573,AmphPiBtl 130,,Home > Tags > Amphp
post_tag,2532,Anaconda,anaconda,13,0,LOC,Q483539,Anaconda,"city in and county seat of Deer Lodge County, Montana, United States",Home > Tags > Anaconda
post_tag,1726,analphabétisme,analphabetisme,1,0,,Q485100,illiteracy,inability to read and write,Home > Tags > analphabétisme
post_tag,2258,analyse,analyse,13,0,,Q217602,analysis,"process of applying analytical methods to existing data of a specific type, breaking a complex topic or substance into smaller parts in order to gain a better understanding of it",Home > Tags > analyse
post_tag,2833,Analytics,analytics,2,0,MISC,Q485396,analytics,"discovery, interpretation, and communication of meaningful patterns in data",Home > Tags > Analytics
post_tag,1748,Andrei Gromyko,andrei-gromyko,1,0,PERSON,Q184267,Andrei Gromyko,Soviet diplomat,Home > Tags > Andrei Gromyko
post_tag,1317,andrew devigal,andrew-devigal,1,0,PERSON,,,,Home > Tags > andrew devigal
post_tag,1919,Andrew G King,andrew-g-king,1,0,PERSON,,,,Home > Tags > Andrew G King
post_tag,2238,Android,android,28,0,MISC,Q94,Android,operating system created by Google for use on mobile devices,Home > Tags > Android
post_tag,533,Android SDK,android-sdk,1,0,MISC,Q29364625,Android SDK,set of software tools for developing Android software,Home > Tags > Android SDK
post_tag,781,Animation,animation,5,0,MISC,Q11425,animation,method of creating moving pictures,Home > Tags > Animation
post_tag,2179,animations,animations,1,0,,Q202866,animated film,"film for the cinema, television or computer screen that is made by using drawings, stop motion or computer animation",Home > Tags > animations
post_tag,782,Animoto,animoto,1,0,PERSON,Q4765211,Animoto,online video creation service,Home > Tags > Animoto
post_tag,819,Anne Mailliet,anne-mailliet,1,0,PERSON,Q84595482,Anne Mailliet,French journalist,Home > Tags > Anne Mailliet
post_tag,1318,anne vierhout,anne-vierhout,1,0,PERSON,,,,Home > Tags > anne vierhout
post_tag,1462,annecy,annecy,1,0,LOC,Q50189,Annecy,"commune in Haute-Savoie, France",Home > Tags > annecy
post_tag,157,annonces,annonces,2,0,,Q567303,announcement,"printed, spoken, or published statement or notice of an event or other news",Home > Tags > annonces
post_tag,3034,annotations,annotations,1,0,,Q567345,Java annotation,syntactic metadata for Java source code,Home > Tags > annotations
post_tag,3331,Anthropic,anthropic,2,0,LOC,Q116758847,Anthropic,American artificial intelligence corporation,Home > Tags > Anthropic
post_tag,170,anti-spam,anti-spam,1,0,,Q2392270,anti-spam techniques,"methods, strategies, and techniques to prevent and counter unwelcome mass messaging",Home > Tags > anti-spam
post_tag,1226,Antoine Lefébure,antoine-lefebure,1,0,PERSON,Q2854150,Antoine Lefébure,,Home > Tags > Antoine Lefébure
post_tag,1463,antoine viviani,antoine-viviani,1,0,PERSON,Q106540642,Antoine Viviani,French filmmaker and multidisciplinary artist,Home > Tags > antoine viviani
post_tag,1414,Antonin Lhôte,antonin-lhote,2,0,PERSON,,,,Home > Tags > Antonin Lhôte
post_tag,832,Antonin Sabot,antonin-sabot,3,0,PERSON,Q117378983,Antonin Sabot,,Home > Tags > Antonin Sabot
post_tag,579,apache,apache,1,0,,Q616563,Apache,instrumental composed by Jerry Lordan,Home > Tags > apache
post_tag,2183,API,api,38,0,,Q30034,Apis mellifera,species of insect,Home > Tags > API
post_tag,3135,api key,api-key,1,0,,Q4781495,application programming interface key,unique user identifier,Home > Tags > api key
post_tag,1786,API-centric application,api-centric-application,1,0,,,,,Home > Tags > API-centric application
post_tag,2427,Apidoc,apidoc,2,0,MISC,,,,Home > Tags > Apidoc
post_tag,2112,APK,apk,1,0,MISC,Q4779218,Apataki Airport,airport in France,Home > Tags > APK
post_tag,2299,App,app,1,0,MISC,Q620615,mobile app,software application designed to run on mobile devices,Home > Tags > App
post_tag,3154,App Store Optimization,app-store-optimization,1,0,MISC,Q3620772,App store optimization,process of improving the visibility of a mobile app in an app store,Home > Tags > App Store Optimization
post_tag,1651,apparition,apparition,18,0,,Q11398090,creation,intentional activity during which something comes into being and gains its characteristics,Home > Tags > apparition
post_tag,223,Apple,apple,9,0,ORG,Q312,Apple Inc.,"American multinational technology company based in Cupertino, California",Home > Tags > Apple
post_tag,2321,Apple News de Apple,apple-news-de-apple,1,0,ORG,,,,Home > Tags > Apple News de Apple
post_tag,503,AppleScript,applescript,2,0,MISC,Q129137,AppleScript,scripting language by Apple,Home > Tags > AppleScript
post_tag,526,applicatif,applicatif,1,0,,Q166142,application software,software program or group of programs designed for end-users,Home > Tags > applicatif
post_tag,163,application,application,17,0,,Q166142,application software,software program or group of programs designed for end-users,Home > Tags > application
post_tag,904,application richmedia,application-richmedia,1,0,,,,,Home > Tags > application richmedia
post_tag,2447,Applications,applications,2,0,MISC,Q166142,application software,software program or group of programs designed for end-users,Home > Tags > Applications
post_tag,2651,Applied computing,applied-computing,1,0,ORG,Q100326522,applied computing,"the practical application of computer principles, concepts and technologies to address real-world problems",Home > Tags > Applied computing
post_tag,164,apps,apps,3,0,MISC,Q19901864,Apps,family name,Home > Tags > apps
post_tag,1730,après-mine,apres-mine,1,0,,Q16039129,Après-mine,,Home > Tags > après-mine
post_tag,697,arabe,arabe,1,0,,Q13955,Arabic,Semitic language and lingua franca of the Arab world,Home > Tags > arabe
post_tag,242,archéologie,archeologie,1,0,,Q23498,archaeology,study of the past via material culture,Home > Tags > archéologie
post_tag,1849,architecture,architecture,1,0,,Q12271,architecture,"process of planning, designing and construction",Home > Tags > architecture
post_tag,1907,argent,argent,1,0,,Q936472,argent,metal (tincture) of silver in heraldry,Home > Tags > argent
post_tag,933,argentine,argentine,1,0,LOC,Q414,Argentina,country in South America,Home > Tags > argentine
post_tag,1319,arik bernstein,arik-bernstein,1,0,PERSON,Q65115517,Arik Bernstein,,Home > Tags > arik bernstein
post_tag,2603,Array,array,1,0,LOC,Q186152,array data structure,data structure holding elements in a contiguous memory block,Home > Tags > Array
post_tag,709,arte,arte,13,0,ORG,Q8073,Arte,Franco-German television channel and network,Home > Tags > arte
post_tag,934,arte reportage,arte-reportage,1,0,PERSON,Q2864825,Arte Reportage,,Home > Tags > arte reportage
post_tag,1320,arte webdocs,arte-webdocs,2,0,MISC,,,,Home > Tags > arte webdocs
post_tag,276,article,article,26,0,,Q191067,article,text that forms an independent part of a publication,Home > Tags > article
post_tag,330,articles,articles,2,0,,Q768186,sports equipment,object used for sport or exercise,Home > Tags > articles
post_tag,2777,artificial intelligence,artificial-intelligence,7,0,,Q4801030,Artificial Intelligence,journal published by Elsevier,Home > Tags > artificial intelligence
post_tag,395,AS2,as2,1,0,MISC,Q297170,AS2,network protocol,Home > Tags > AS2
post_tag,396,AS3,as3,1,0,MISC,Q18043031,AS3MT,protein-coding gene in the species Homo sapiens,Home > Tags > AS3
post_tag,2975,asana,asana,1,0,,Q466797,asana,postures in hatha yoga and modern yoga practice,Home > Tags > asana
post_tag,3153,ASO,aso,1,0,ORG,Q733681,Aso,"city in Kumamoto Prefecture, Japan",Home > Tags > ASO
post_tag,411,Assistance,assistance,1,0,MISC,Q2867205,Assistance Publique – Hôpitaux de Paris,University hospital trust operating in Paris and its suburbs,Home > Tags > Assistance
post_tag,1267,astuce,astuce,4,0,,Q17517,mobile phone,portable device to make telephone calls using a radio link,Home > Tags > astuce
post_tag,1268,astuce du jour,astuce-du-jour,4,0,,,,,Home > Tags > astuce du jour
post_tag,388,Async Tracking,async-tracking,1,0,PERSON,,,,Home > Tags > Async Tracking
post_tag,1415,atelier,atelier,3,0,,Q746628,studio,"working place set aside for artist to work, the term is generally applied to workspaces used by artists creating fine art, particularly art dating from the 16th century to the present",Home > Tags > atelier
post_tag,1416,atelier desmédias,atelier-desmedias,1,0,PERSON,,,,Home > Tags > atelier desmédias
post_tag,1602,Athènes,athenes,1,0,LOC,Q1524,Athens,capital and largest city of Greece,Home > Tags > Athènes
post_tag,3312,Atlas,atlas,1,0,ORG,Q299002,ATLAS experiment,CERN LHC experiment,Home > Tags > Atlas
post_tag,2120,Atlassian,atlassian,1,0,LOC,Q757307,Atlassian,Australian enterprise software company,Home > Tags > Atlassian
post_tag,1802,Au-de-là du nuage,au-de-la-du-nuage,1,0,MISC,,,,Home > Tags > Au-de-là du nuage
post_tag,1803,AU-DELA DU NUAGE,au-dela-du-nuage,1,0,MISC,,,,Home > Tags > AU-DELA DU NUAGE
post_tag,161,audience,audience,1,0,,Q211198,audience,group of people who participate in a show or encounter a work of art,Home > Tags > audience
post_tag,325,audio,audio,50,0,,Q3500685,audio,HTML element,Home > Tags > audio
post_tag,1557,Auféminin.com,aufeminin-com,1,0,PERSON,,,,Home > Tags > Auféminin.com
post_tag,1199,Aung San Suu Kyi,aung-san-suu-kyi,1,0,PERSON,Q36740,Aung San Suu Kyi,former State Counsellor of Myanmar and Leader of the National League for Democracy,Home > Tags > Aung San Suu Kyi
post_tag,1731,Aurélie Filippetti,aurelie-filippetti,1,0,PERSON,Q198005,Aurélie Filippetti,French politician and writer,Home > Tags > Aurélie Filippetti
post_tag,1163,Australie,australie,1,0,LOC,Q408,Australia,country in Oceania,Home > Tags > Australie
post_tag,342,Auteur,auteur,2,0,PERSON,Q36180,writer,person who uses written words to communicate ideas and to produce literary works,Home > Tags > Auteur
post_tag,1464,auteur réalisateur,auteur-realisateur,1,0,,,,,Home > Tags > auteur réalisateur
post_tag,2259,auteurs,auteurs,1,0,,Q18939491,diarist,person who writes a personal journal,Home > Tags > auteurs
post_tag,2147,Automate,automate,6,0,ORG,Q4480274,Automate,genus of crustaceans,Home > Tags > Automate
post_tag,2646,Automatic fact-checking,automatic-fact-checking,1,0,ORG,Q127768546,Automatic Fact-Checking Using Context and Discourse Information,scholarly article,Home > Tags > Automatic fact-checking
post_tag,504,automation,automation,5,0,,Q184199,automation,control systems using technology such that a process or procedure is performed with minimal human assistance,Home > Tags > automation
post_tag,1041,avancées,avancees,1,0,,Q2873267,Avancées technologiques liées à la conquête de l'espace,,Home > Tags > avancées
post_tag,784,AWS,aws,1,0,MISC,Q456157,Amazon Web Services,subsidiary of Amazon that provides on-demand cloud computing platforms on a metered pay-as-you-go basis,Home > Tags > AWS
post_tag,1075,axa,axa,1,0,PERSON,Q160054,AXA,French multinational insurance firm,Home > Tags > axa
post_tag,3169,axios,axios,1,0,,Q189596,Vardar,river in North Macedonia and Greece,Home > Tags > axios
post_tag,513,Axure,axure,6,0,LOC,Q4034651,Axure RP,Prototyping Software,Home > Tags > Axure
post_tag,1917,Azure,azure,3,0,MISC,Q1785501,azure,tincture of blue in heraldry,Home > Tags > Azure
post_tag,3072,Azure Cli,azure-cli,2,0,ORG,Q107383735,azure-cli,Python library,Home > Tags > Azure Cli
post_tag,3158,Backend,backend,1,0,PERSON,Q11223899,back end,the part of a piece of software or computer hardware with which the user does not interact,Home > Tags > Backend
post_tag,308,Backup,backup,2,0,LOC,Q194274,backup,copy of computer data taken and stored so that it may be used to restore the original,Home > Tags > Backup
post_tag,460,Bada,bada,1,0,PERSON,Q498805,Bada,"South Korean singer, member of S.E.S.",Home > Tags > Bada
post_tag,465,Balsamiq,balsamiq,7,0,PERSON,Q4852549,Balsamiq,web-based software design tool for creating wireframes,Home > Tags > Balsamiq
post_tag,1908,Balzac,balzac,1,0,PERSON,Q9711,Honoré de Balzac,French novelist and playwright (1799–1850),Home > Tags > Balzac
post_tag,1603,Bankslave,bankslave,1,0,PERSON,,,,Home > Tags > Bankslave
post_tag,1054,Banksy,banksy,1,0,MISC,Q133600,Banksy,"English graffiti artist, political activist, and painter",Home > Tags > Banksy
post_tag,1604,Bansky,bansky,1,0,PERSON,Q37129,methane,simplest organic molecule with one carbon atom and four hydrogen,Home > Tags > Bansky
post_tag,2368,Barroso,barroso,1,0,LOC,Q16479892,Barroso,family name,Home > Tags > Barroso
post_tag,232,base de données,base-de-donnees,2,0,,Q8513,database,organized collection of data in computing,Home > Tags > base de données
post_tag,2605,Basic Automation,basic-automation,1,0,MISC,,,,Home > Tags > Basic Automation
post_tag,1605,Bastardilla,bastardilla,1,0,PERSON,Q100324121,Bastardilla,Colombian street artist,Home > Tags > Bastardilla
post_tag,3221,battle-tested,battle-tested,1,0,,Q95367886,Battle tested,"scientific article published on January 1, 2015",Home > Tags > battle-tested
post_tag,1592,Bayard-Presse,bayard-presse,1,0,MISC,Q929887,Bayard Presse,French media enterprise,Home > Tags > Bayard-Presse
post_tag,580,BBC,bbc,2,0,ORG,Q9531,British Broadcasting Corporation,British public service broadcaster,Home > Tags > BBC
post_tag,2108,BBC HongKong,bbc-hongkong,1,0,ORG,Q105766422,IMO 9372925,multi-purpose dry cargo ship,Home > Tags > BBC HongKong
post_tag,2352,BDD,bdd,1,0,MISC,Q8513,database,organized collection of data in computing,Home > Tags > BDD
post_tag,1528,Bear 71,bear-71,1,0,MISC,Q4876346,Bear 71,2012 film,Home > Tags > Bear 71
post_tag,2638,Beautiful Soup,beautiful-soup,1,0,ORG,Q2893296,Beautiful Soup,Python HTML/XML parser,Home > Tags > Beautiful Soup
post_tag,2897,Beautifull soup,beautifull-soup,1,0,LOC,,,,Home > Tags > Beautifull soup
post_tag,2642,BeautifulSoup,beautifulsoup,2,0,ORG,Q2893296,Beautiful Soup,Python HTML/XML parser,Home > Tags > BeautifulSoup
post_tag,2353,Behat,behat,1,0,LOC,Q260645,Behati Prinsloo,Namibian model,Home > Tags > Behat
post_tag,2357,behaviour driven development,behaviour-driven-development,1,0,,Q814447,behavior-driven development,Agile software development process,Home > Tags > behaviour driven development
post_tag,1321,belgique,belgique,2,0,LOC,Q31,Belgium,country in western Europe,Home > Tags > belgique
post_tag,770,Ben Fundis,ben-fundis,1,0,PERSON,,,,Home > Tags > Ben Fundis
post_tag,2400,Ben Hollis,ben-hollis,1,0,PERSON,,,,Home > Tags > Ben Hollis
post_tag,1164,Bénin,benin,1,0,LOC,Q962,Benin,sovereign state in West Africa,Home > Tags > Bénin
post_tag,1704,Benjamin Fernandez,benjamin-fernandez,1,0,PERSON,Q83986498,Benjamín Fernández,Spanish production designer,Home > Tags > Benjamin Fernandez
post_tag,527,bergson,bergson,1,0,PERSON,Q21493590,Bergson,family name,Home > Tags > bergson
post_tag,1322,berke bas,berke-bas,1,0,PERSON,Q26911499,Berke Baş,Turkish film director,Home > Tags > berke bas
post_tag,820,Berlin 1989,berlin-1989,1,0,LOC,Q60594308,Berlin 1989,play written by Dimítris Generális,Home > Tags > Berlin 1989
post_tag,833,Bertrand meunier,bertrand-meunier,1,0,PERSON,Q2899621,Bertrand Meunier,French photographer,Home > Tags > Bertrand meunier
post_tag,2344,best practices,best-practices,4,0,,Q830382,best practice,method or technique that has been generally accepted as superior to alternatives either because it produces results that are better or because it has become a standard way of doing things,Home > Tags > best practices
post_tag,1106,Bêta,beta,3,0,MISC,Q3761162,Beta,genus of the foxtail family,Home > Tags > Bêta
post_tag,607,Big Data,big-data,1,0,MISC,Q858810,big data,"information assets characterized by such a high volume, velocity, and variety to require specific technology and analytical methods for its transformation into value",Home > Tags > Big Data
post_tag,2084,BigData,bigdata,2,0,MISC,Q858810,big data,"information assets characterized by such a high volume, velocity, and variety to require specific technology and analytical methods for its transformation into value",Home > Tags > BigData
post_tag,1992,Bim.im,bim-im,1,0,ORG,Q126349477,BIM im konstruktiven Ingenieurbau – ein Erfahrungsbericht der DEGES,scholarly article,Home > Tags > Bim.im
post_tag,1993,BioWeb.me,bioweb-me,1,0,MISC,,,,Home > Tags > BioWeb.me
post_tag,1200,Birmanie,birmanie,1,0,LOC,Q836,Myanmar,country in Southeast Asia,Home > Tags > Birmanie
post_tag,1990,Bit.ly,bit-ly,1,0,MISC,,,,Home > Tags > Bit.ly
post_tag,2116,Bitbucket,bitbucket,1,0,MISC,Q2493781,Bitbucket,web-based hosting service for software development projects,Home > Tags > Bitbucket
post_tag,1994,Bitl.in,bitl-in,1,0,MISC,,,,Home > Tags > Bitl.in
post_tag,1995,Bitlan,bitlan,1,0,MISC,Q112148644,Bitlands,2022 video game,Home > Tags > Bitlan
post_tag,258,blackberry,blackberry,4,0,MISC,Q502121,BlackBerry,enterprise software and the Internet of things company,Home > Tags > blackberry
post_tag,2058,Blade,blade,1,0,MISC,Q881024,Blade,fictional character in Marvel Comics,Home > Tags > Blade
post_tag,1606,Bleeps,bleeps,1,0,PERSON,Q106522080,bleep techno,subgenre of techno,Home > Tags > Bleeps
